"","X","Y"
"777",450322.54149491,4433565.64509885
"778",448426.112001888,4434745.4315962
"779",452859.34825018,4435034.86825225
"780",452570.615745103,4434138.55939846
"781",450466.932184755,4434568.63213189
"782",448534.541685487,4434338.85016528
"783",451676.426687943,4434191.27848104
"784",451975.658762235,4433946.27897415
"785",449493.921721707,4434406.04708548
"786",450534.054918489,4435000.72722069
"787",447470.555482301,4434558.27779797
"788",451242.806449302,4433671.60968097
"789",449446.428020115,4434750.74306284
"790",449911.395561251,4433959.6773271
"791",448666.718521407,4434150.67377766
"792",452599.491519712,4434672.66144818
"793",450366.830261988,4434145.03588813
"794",448198.938372255,4434745.95944146
"795",452855.573738125,4434506.71197408
"796",452653.782578296,4434168.39861622
"797",450362.753540838,4434845.86304655
"798",448270.967948876,4434324.12213133
"799",451280.389651379,4433921.12724139
"800",451847.958625325,4433184.05403763
"801",449144.087591084,4434535.31163808
"802",449083.799316692,4433769.47855812
"803",447966.326183716,4433958.1288916
"804",451500.171791774,4434332.758956
"805",450894.975434215,4433932.53912743
"806",449546.413450249,4434203.51244791
"807",448705.646846401,4433949.20697757
"808",451901.021958257,4434328.51554098
"809",450758.290197835,4433684.17423503
"810",449000.095289057,4434668.05417959
"811",453134.855165571,4434255.89524842
"812",452289.889812614,4433400.97419146
"813",450420.33689468,4435004.57772502
"814",447983.049546287,4434593.31309388
"815",451012.679084024,4434112.71532297
"816",452050.159843089,4433077.91831071
"817",447079.790980058,4434452.29539668
"818",450825.838274646,4434551.93527735
"819",447813.565966742,4434648.59019399
"820",451765.317944278,4433652.47017373
"821",449625.610383177,4434263.98515417
"822",449724.707081186,4433317.60530456
"823",448401.447050145,4433935.43836924
"824",451280.832851024,4434343.94448355
"825",450075.082126398,4433687.55517713
"826",449963.644743383,4435178.72417836
"827",453176.250455271,4434764.819131
"828",452779.522743945,4435107.09110157
"829",450231.338595197,4434440.06588017
"830",449043.133747698,4434820.24274825
"831",451635.890047005,4434134.86832572
"832",452240.520903231,4433980.12242652
"833",449525.44917199,4434970.51087343
"834",450575.856722912,4434914.06338979
"835",447626.553010201,4434213.55154656
"836",451369.490974989,4433473.92088333
"837",449077.719189484,4434725.18634998
"838",449100.699878878,4433655.04245234
"839",448894.416511075,4433660.52833769
"840",452763.695348191,4434501.22520912
"841",450163.664200694,4434039.64656037
"842",448504.006158824,4434888.15317964
"843",452941.578312896,4434805.59244933
"844",452436.901189523,4434160.39220298
"845",450288.125915084,4434366.93483125
"846",448277.494628997,4434606.95592068
"847",451681.167694054,4434011.39533682
"848",452000.073714856,4433970.84874986
"849",449398.961044692,4434382.6880113
"850",449308.860032129,4434173.24735699
"851",447455.926931149,4434599.5602291
"852",451140.186388584,4433670.97645929
"853",449175.696173002,4434999.18220529
"854",449875.296100444,4433792.78674944
"855",448643.128123929,4433987.22470002
"856",452629.690400993,4434331.83585795
"857",450196.907941887,4433804.79387389
"858",448685.583294863,4434463.25888781
"859",452992.787665844,4434429.67538586
"860",451973.203457122,4433700.13317879
"861",450381.018371239,4434687.59399557
"862",447990.888878054,4434811.80843585
"863",451011.909906725,4433809.2335012
"864",451622.58746185,4432969.63774867
"865",449911.274380141,4434386.08558057
"866",449223.407730286,4433754.16178027
"867",448020.245881977,4434121.54432041
"868",451664.272801235,4434285.15959992
"869",450940.383930843,4434097.70637187
"870",449541.369716891,4433760.49584805
"871",453107.420689397,4434146.96539902
"872",451902.293089968,4434619.73826483
"873",450873.67448689,4433570.3858585
"874",448828.576413536,4434474.21609845
"875",453544.240413875,4435388.74996286
"876",452226.993409079,4433439.26218551
"877",450124.132392204,4435043.11872709
"878",447913.162596555,4434535.5577227
"879",451245.525267036,4434192.99750265
"880",449900.97576259,4433230.17996358
"881",447001.511665639,4434347.3788541
"882",450821.391707461,4434245.91308312
"883",447773.698946161,4434462.44234891
"884",451437.382085584,4433264.77608933
"885",449564.880834319,4434661.21623272
"886",449876.658917878,4433508.91652024
"887",448439.179726223,4433990.96374329
"888",450996.303458136,4434441.54028997
"889",450020.368866578,4433566.95582269
"890",449677.138220687,4435299.17445513
"891",453140.771701889,4434775.05849837
"892",452521.753630859,4433732.60788138
"893",450072.383843837,4434329.70763457
"894",448362.425102314,4434615.20904563
"895",451550.248635727,4434173.43032794
"896",452187.704883393,4433971.87915306
"897",449118.22408955,4434423.1525708
"898",450745.591257465,4434917.43716467
"899",447269.644694478,4434308.8641896
"900",451072.196703057,4433391.00453184
"901",449125.543481846,4434884.83994041
"902",449119.790196051,4433735.16690669
"903",448643.877146675,4433700.87788352
"904",452578.745164054,4434439.50279327
"905",450154.530686287,4433985.48311407
"906",448117.918189814,4435123.13555328
"907",453196.151419356,4435110.13196275
"908",452694.744815296,4433907.88613097
"909",450058.488154095,4434506.75389318
"910",448120.080356201,4434566.74166286
"911",451891.41823878,4433819.27608576
"912",451724.961952764,4432905.7241301
"913",450608.957134832,4434037.39296971
"914",449806.911628279,4433981.90041759
"915",448904.449381105,4433824.06955048
"916",452240.93393594,4434298.48665741
"917",450218.134881813,4434904.02167002
"918",447678.519197888,4434767.7037609
"919",451158.117804832,4433824.27070914
"920",451045.868958754,4433139.98854183
"921",449825.140253079,4434333.82814491
"922",449270.575310863,4434202.78813828
"923",447896.372938074,4434177.60358783
"924",451792.169768672,4434328.40491402
"925",450756.310090686,4434146.41336429
"926",449738.115742628,4433818.34346501
"927",452851.782577015,4433979.71790706
"928",452689.594769005,4434750.70541425
"929",450523.833723919,4433730.69026262
"930",448706.241815961,4434447.14419595
"931",453615.810827358,4435519.41373253
"932",452249.287669671,4433595.71222247
"933",450492.943934406,4434646.78147628
"934",447762.773293929,4434300.44134109
"935",451891.107165837,4433372.14757142
"936",450917.256689247,4433182.29826676
"937",449989.20410145,4435131.10838049
"938",450706.566260802,4434418.88908958
"939",447522.14780507,4434710.59899711
"940",451567.712193656,4433704.15166216
"941",449605.46426896,4434630.01730893
"942",449826.069514176,4433331.7793592
"943",448163.847290164,4434004.63343174
"944",451641.240039198,4434687.16092247
"945",450258.375617311,4433615.84291803
"946",449330.01939307,4435251.27162827
"947",452911.056062286,4435040.89735997
"948",452589.187361438,4433811.64588943
"949",450446.344071796,4434674.49840551
"950",448517.792157911,4434402.74245702
"951",451482.595939281,4433860.76536782
"952",452238.230194576,4433817.53176352
"953",449088.451477348,4434424.25330863
"954",450817.190426175,4434690.91921609
"955",447217.046204185,4434477.05349093
"956",451072.9322078,4433486.42612406
"957",449378.392619035,4434728.80976147
"958",449509.627607764,4433734.55624714
"959",448823.248782241,4434061.36679895
"960",452501.645991767,4434508.56526185
"961",450389.952007876,4434185.6174292
"962",448152.044639449,4434723.64323083
"963",453191.103070152,4434973.88614271
"964",452741.586708943,4434161.047804
"965",450193.18099566,4434561.53372205
"966",448191.263768427,4434445.88324667
"967",451836.978232916,4433869.4863757
"968",451828.319338498,4433062.21651043
"969",449254.329266332,4434515.58092355
"970",449519.423023492,4433780.24203197
"971",447856.752112415,4434050.43019134
"972",451617.88930743,4434561.2437403
"973",450480.544101705,4434189.00653401
"974",449936.26032001,4434144.84777841
"975",449005.298155007,4433758.73134297
"976",452357.748004059,4434258.76109993
"977",450468.829074045,4433877.90497429
"978",448969.6554985,4434352.20315518
"979",453119.834647835,4434469.92884636
"980",452079.237631451,4433352.75330681
"981",450278.910717671,4435133.14209347
"982",447944.981078854,4434968.71097024
"983",450959.868242321,4434060.84793867
"984",451944.335104176,4433163.73615836
"985",449945.645424587,4434683.19290999
"986",449712.919172396,4433514.44378183
"987",447590.239390708,4434146.78987374
"988",451875.918221015,4434539.72284698
"989",450595.400722297,4433807.57096293
"990",450597.841910844,4435265.02107198
"991",452939.413173114,4434083.34040632
"992",452732.55721854,4434860.89427878
"993",450582.04002301,4433525.24134092
"994",449044.556438016,4434923.85793232
"995",453365.98877183,4435475.79799771
"996",452013.505368699,4434111.91065341
"997",450521.811430265,4434482.25416753
"998",447799.241061417,4434433.24095872
"999",451844.423659061,4433495.32172164
"1000",450921.937404579,4433187.09682399
